Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source
ELEC,OBrien Estates - Tesla Destination,1200 Orchard Ave,,Napa,CA,94558,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.345754,-122.339796,2020-11-03,168988,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Ocean Five Hotel - Tesla Destination,436 Ocean Dr,,Miami Beach,FL,33139,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,25.774005,-80.132355,2020-11-03,168989,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,OCP - Tesla Destination,5536 NE Hassalo St,,Portland,OR,97213,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,45.529308,-122.60666,2020-11-03,168990,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,OhioHealth Riverside Hospital - Visitors Lot - Tesla Destination,3535 Olentangy River Rd,,Columbus,OH,43214,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.031897,-83.031483,2020-11-03,168991,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,OhioHealth Riverside Methodist Hospital - Tesla Destination,3535 Olentangy River Rd,,Columbus,OH,43214,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,9,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.031897,-83.031483,2020-11-03,168992,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Old Sandwich Golf Cub - Tesla Destination,41 Double Brook Rd,,Plymouth,MA,02360,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.907364,-70.604434,2020-11-03,168993,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Old Westbury Golf and Country Club - Tesla Destination,270 Wheatley Road,,Old Westbury,NY,11568,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,5,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.801955,-73.601317,2020-11-03,168994,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Omni Bedford Springs Resort & Spa - Tesla Destination,2138 Business Route 220,,Bedford,PA,15522,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,39.998,-78.51063,2020-11-03,168995,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,One Charles Center - Tesla Destination,100 North Charles St,,Baltimore,MD,21201,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,39.290898,-76.61545,2020-11-03,168996,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,One Fine Stay - Tesla Destination,141 N Beverly Glen Blvd,,Los Angeles,CA,90077,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,34.083554,-118.435058,2020-11-03,168997,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,One Park Square - Tesla Destination,3470 NW 82nd Ave,,Doral,FL,33166,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,20,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,25.807171,-80.329975,2020-11-03,168998,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,One Park Square Visitor Lot - Tesla Destination,3470 NW 82nd Ave,,Doral,FL,33166,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,25.807171,-80.329975,2020-11-03,168999,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Opus One - Tesla Destination,7900 St Helena Hwy,,Napa,CA,94558,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.441588,-122.398859,2020-11-03,169000,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,OrthoConnecticut - Tesla Destination,2 Riverview Drive,,Danbury,CT,06810,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,41.42622,-73.41113,2020-11-03,169001,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,"OSIsoft, LLC - Tesla Destination",1600 Alvarado St,,San Leandro,CA,94577,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,12,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,37.719753,-122.161316,2020-11-03,169002,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Oxford Health Centre - Tesla Destination,140 Oxford St E,,London,ON,N6A 5R9,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,12,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.9948,-81.2565,2020-11-03,169003,2021-06-07 17:08:43 UTC,P,,,2020-11-03,,,,,J1772 TESLA,CA,,Accessible 24 heures par jour; réservé aux clients; rendez-vous à la réception pour avoir accès,,Public,,public,,,,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Oxford Suites Paso Robles - Tesla Destination,800 4th St,,Paso Robles,CA,93446,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,35.618212,-120.690358,2020-11-03,169004,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Paine Field Airport - Tesla Destination,3220 100th St SW,,Everett,WA,98204,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.908243,-122.276662,2020-11-03,169005,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Papa Joes - Tesla Destination,1561 Akron Peninsula Rd,,Akron,OH,44313,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.137718,-81.546826,2020-11-03,169006,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Paraduxx Vineyards - Tesla Destination,7257 Silverado Trail,,Napa,CA,94558,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.435451,-122.351695,2020-11-03,169007,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Park Kwik - 110 Livingston - Tesla Destination,110 Livingston St,,Brooklyn,NY,11201,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.690809,-73.990016,2020-11-03,169008,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Park Kwik - 211 Atlantic - Tesla Destination,211 Atlantic Ave,,Brooklyn,NY,11201,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.689671,-73.991786,2020-11-03,169009,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Park Kwik-300 Ashland - Tesla Destination,300 Ashland Pl,,Brooklyn,NY,11217,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.686628,-73.978374,2020-11-03,169010,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Park N Go - E 121 St - Tesla Destination,210 E 121st St,,New York,NY,10035,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.800795,-73.937382,2020-11-03,169011,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Parker Hannifin HQ - Tesla Destination,6035 Parkland Blvd,,Cleveland,OH,44124,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.507573,-81.462253,2020-11-03,169012,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Parking Garage - 70 West Madison - Tesla Destination,11 N Clark St,,Chicago,IL,60602,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,41.882336,-87.630678,2020-11-03,169013,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Parkit 200 West End Ave - Tesla Destination,200 West End Ave,,New York,NY,10023,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,5,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.777982,-73.985407,2020-11-03,169014,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,ParkN Fly Toronto Valet Airport Parking - Tesla Destination,5815 Airport Rd,,Mississauga,ON,L4V 1C8,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,10,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,43.686992,-79.605459,2020-11-03,169015,2021-06-07 17:08:43 UTC,P,,,2020-11-03,,,,,J1772 TESLA,CA,,Accessible 24 heures par jour; réservé aux clients; rendez-vous à la réception pour avoir accès,,Public,,public,,,,,,,,,,Free,Gratuit,,,,,,,,
ELEC,ParkN Fly Vancouver Valet Airport Parking - Tesla Destination,6380 Miller Road,,Richmond,BC,V7B 1B3,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,49.191926,-123.152652,2020-11-03,169016,2021-06-07 17:08:43 UTC,P,,,2020-11-03,,,,,TESLA,CA,,Accessible 24 heures par jour; réservé aux clients; rendez-vous à la réception pour avoir accès,,Public,,public,,,,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Parkwood Crossing Amenity Center - Tesla Destination,550 E 96th St,,Indianapolis,IN,46240,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,39.927307,-86.149875,2020-11-03,169017,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Parkwood Crossing Office Park - Tesla Destination,550 E 96th St,,Indianapolis,IN,46240,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,39.927307,-86.149875,2020-11-03,169018,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Pegasus Elite Aviation - Tesla Destination,7943 Woodley Ave,,Van Nuys,CA,91406,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,34.215198,-118.483877,2020-11-03,169019,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Peninsula Hotel Beverly Hills - Tesla Destination,9882 S Santa Monica Blvd.,,Beverly Hills,CA,90212,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,34.065714,-118.41059,2020-11-03,169020,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Peninsula Town Center - Tesla Destination,1600 Merchant Lane,,Hampton,VA,23666,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,24,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,37.044751,-76.394374,2020-11-03,169021,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Pepin Distributing Company - Tesla Destination,4121 N 50th St,,Tampa,FL,33610,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,27.983395,-82.398435,2020-11-03,169022,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Perbix (Tesla) - Tesla Destination,9405 Winnetka Ave N,,Brooklyn Park,MN,55445,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,45.127832,-93.382677,2020-11-03,169023,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Pierres Restaurant & Lounge Morada Bay Beach Cafe - Tesla Destination,81600 Overseas Hwy,,Islamorada,FL,33036,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,24.915998,-80.638685,2020-11-03,169024,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Pieux Vistech - Tesla Destination,10260 boul. Bourque,,Sherbrooke,QC,J1N 0G2,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,45.30173,-72.092707,2020-11-03,169025,2021-06-07 17:08:43 UTC,P,,,2020-11-03,,,,,TESLA,CA,,Accessible 24 heures par jour; réservé aux clients; rendez-vous à la réception pour avoir accès,,Public,,public,,,,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Pike & Rose - Tesla Destination,11830 Grand Park Ave,,North Bethesda,MD,20852,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,8,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,39.049854,-77.117407,2020-11-03,169026,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Pinecrest Gardens - Tesla Destination,11000 Red Rd,,Pinecrest,FL,33156,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,25.669582,-80.285243,2020-11-03,169027,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,PING Corporate Office - Tesla Destination,2201 W Desert Cove Ave,,Phoenix,AZ,85029,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,33.585241,-112.104761,2020-11-03,169028,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Playground Global - Tesla Destination,380 Portage Ave,,Palo Alto,CA,94306,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,9,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,37.422523,-122.137569,2020-11-03,169029,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Podium Corporate Campus - Tesla Destination,3301 N Thanksgiving Wy,,Lehi,UT,84043,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.42774,-111.891094,2020-11-03,169030,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Podolsky Circle CORFAC International - Tesla Destination,1700 W Higgins Rd Ste 280,,Des Plaines,IL,60018,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.997624,-87.878908,2020-11-03,169031,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Pointfar Automation - Tesla Destination,24303 Walnut St. Suite F,,Newhall,CA,91321,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,34.378119,-118.529119,2020-11-03,169032,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Port dHiver Bed & Breakfast - Tesla Destination,201 Ocean Ave,,Melbourne Beach,FL,32951,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,28.067912,-80.557619,2020-11-03,169033,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Pour Richards Coffee Company - Tesla Destination,36 Berkley Rd,,Devon,PA,19333,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.046562,-75.413709,2020-11-03,169034,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Powerflex System - Tesla Destination,450 1st Street Suite P,,Los Altos,CA,94022,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,37.374755,-122.115532,2020-11-03,169035,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Presquile Winery - Tesla Destination,5391 Presquile Dr,,Santa Maria,CA,93455,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,34.865122,-120.368227,2020-11-03,169036,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Prestige Oceanfront Resort - Tesla Destination,6929 Westcoast Rd,,Sooke,BC,V9Z 0V1,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,48.367452,-123.730334,2020-11-03,169037,2021-06-07 17:08:43 UTC,P,,,2020-11-03,,,,,TESLA,CA,,Accessible 24 heures par jour; réservé aux clients; rendez-vous à la réception pour avoir accès,,Public,,public,,,,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Produits Petroliers Lavigne Inc. - Tesla Destination,483 Ch. Knowlton,,Knowlton,QC,J0E 1V0,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,45.213915,-72.530013,2020-11-03,169038,2021-06-07 17:08:43 UTC,P,,,2020-11-03,,,,,TESLA,CA,,Accessible 24 heures par jour; réservé aux clients; rendez-vous à la réception pour avoir accès,,Public,,public,,,,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Promontory - Tesla Destination,11440 W Bernardo Ct Suite 390,,San Diego,CA,92127,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,33.022686,-117.083013,2020-11-03,169039,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Proper Hotel Santa Monica - Tesla Destination,1437 7th St,,Santa Monica,CA,90401,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,34.018065,-118.490961,2020-11-03,169040,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,QCI - Tesla Destination,"4300 Westown Parkway, Suite 150",,West Des Moines,IA,50266,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.594043,-93.762858,2020-11-03,169041,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,"Qgiv, Inc - Tesla Destination",207 Bartow Rd,,Lakeland,FL,33801,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,28.042482,-81.945565,2020-11-03,169042,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Quality Inn Buffalo - Tesla Destination,75 N Bypass Rd,,Buffalo,WY,82834,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,44.35547,-106.690073,2020-11-03,169043,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Quality Inn Georgios Banquets - Tesla Destination,8800 W 159th St,,Orland Park,IL,60462,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.602623,-87.832469,2020-11-03,169044,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Quality Refrigeration San Diego - Tesla Destination,1680 Logan Ave,,San Diego,CA,92113,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,32.704359,-117.147833,2020-11-03,169045,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Quality Refrigeration Wilmington - Tesla Destination,310 E Harry Bridges Blvd,,Wilmington,CA,90013,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,33.770932,-118.258739,2020-11-03,169046,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Queen Annes Cottages by the sea - Tesla Destination,65 Shore Acres Rd,,Bar Harbor,ME,04609,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,44.435966,-68.276784,2020-11-03,169047,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
